StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_158_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-03-31 07:54:46,2022-03-31 07:58:58,0,100,251,1,2022-03-31 07:58:58,R_1H2c1O0jM6SPDIV,anonymous,GOLD,1,1|2,1,1|2,4,4|1,1,1|2,English,3,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 08:09:38,2022-03-24 08:09:48,0,1,9,0,2022-03-31 08:09:53,R_1CkaReGfHYKDigz,anonymous,NEWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 08:12:58,2022-03-24 08:15:06,0,9,127,0,2022-03-31 08:15:11,R_2ZUNvxg4kVu6BBS,anonymous,RADB,1,2|1,1,1|2,4,1|4,1,2|1,"Dutch ",5,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 07:59:06,2022-03-31 08:19:45,0,100,1239,1,2022-03-31 08:19:46,R_2wvKpoG6aD0upQw,anonymous,GOLD,1,1|2,1,1|2,4,4|1,2,2|1,English,3,5|2|1|3,3,3,3,4,5,4,4,4,4,5,3,3,1,1,3,3,3,2,1,3,,,,,,,,,,,,,,,,,,,,,4,2,2,1,2,1,1,3,1,2,2,1,1,1,4,2,2,1,3,3,7,3,5,22,2,,1|6|5|4|3|2,Uk,Uk,2,1|2,Goldsmiths,,,,NeuroticismIntro|Ipip14|Ipip1|Ipip9|Ipip19|Ipip20|Ipip16|Ipip10|Ipip15|Ipip3|Ipip12|Ipip6|Ipip18|Ipip13|Ipip2|Ipip4|Ipip17|Ipip11|Ipip5|Ipip7|Ipip8,StressIntro|Stai15|Stai9|Stai11|Stai12|Stai4|Stai19|Stai3|Stai7|Stai18|Stai10|Stai2|Stai16|Stai14|Stai17|Stai6|Stai13|Stai8|Stai5|Stai1|Stai20
2022-03-24 08:22:37,2022-03-24 08:22:58,0,9,20,0,2022-03-31 08:22:58,R_yjSu1fFwTvHnXnr,anonymous,QUEE,1,2|1,2,2|1,4,1|4,1,2|1,english,3,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 08:32:56,2022-03-31 08:33:09,0,100,12,1,2022-03-31 08:33:09,R_rezDFjUaYxIZDpf,anonymous,RADB,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 06:06:05,2022-03-31 08:49:10,0,100,9785,1,2022-03-31 08:49:11,R_1DoMk8D7H73ZL7W,anonymous,GOLD,1,1|2,1,1|2,4,4|1,2,2|1,"English ",3,5|3|1|2,4,3,4,4,3,2,4,2,3,4,4,4,4,2,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,6,3,5,18,2,,6|4|5|2|3|1,"England ","England ",2,1|2,"Goldsmiths university ",,,,NeuroticismIntro|Ipip3|Ipip7|Ipip8|Ipip9|Ipip1|Ipip12|Ipip16|Ipip11|Ipip4|Ipip6|Ipip17|Ipip20|Ipip2|Ipip5|Ipip15|Ipip10|Ipip18|Ipip14|Ipip19|Ipip13,StressIntro|Stai6|Stai8|Stai19|Stai10|Stai20|Stai9|Stai18|Stai14|Stai16|Stai3|Stai15|Stai12|Stai17|Stai4|Stai5|Stai1|Stai13|Stai7|Stai11|Stai2
2022-03-31 08:50:18,2022-03-31 08:51:51,0,100,93,1,2022-03-31 08:51:52,R_yCGlwfcGo7EGSdz,anonymous,NEWF,1,1|2,1,1|2,4,1|4,1,2|1,Dinka,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 09:04:34,2022-03-24 09:05:09,0,9,34,0,2022-03-31 09:05:12,R_3Kw6Eh1vGBkBkxu,anonymous,SPRI,1,2|1,2,2|1,4,1|4,1,1|2,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 09:06:46,2022-03-31 09:07:45,0,100,58,1,2022-03-31 09:07:45,R_1cTzLSWwSmmlRvL,anonymous,RADB,1,2|1,2,1|2,4,1|4,1,2|1,Dutch,5,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 09:38:27,2022-03-31 09:39:30,0,100,62,1,2022-03-31 09:39:30,R_1IT8E9q4Jat64Cx,anonymous,RADB,1,1|2,1,2|1,4,1|4,1,1|2,Dutch,1,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 09:39:34,2022-03-31 09:40:23,0,100,48,1,2022-03-31 09:40:23,R_2b2FO1mxZNHTZYQ,anonymous,RADB,1,1|2,1,2|1,4,1|4,1,1|2,Dutch,5,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 09:40:25,2022-03-31 09:40:34,0,100,9,1,2022-03-31 09:40:34,R_2qxfWR6K6JdJc01,anonymous,RADB,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 09:37:19,2022-03-31 09:58:44,0,100,1284,1,2022-03-31 09:58:44,R_z1r740SJK3P4vy9,anonymous,IDAH,1,2|1,1,1|2,4,1|4,2,1|2,English,3,2|5|3|1,1,1,1,2,2,4,2,5,4,5,2,4,2,2,5,2,2,2,5,4,,,,,0,0,1.009,0,323.014,900.147,909.703,10,,,,,,,,,4,2,1,1,3,1,1,2,1,3,3,1,1,2,4,3,1,3,4,2,8,4,7,22,2,,2|3|4|5|6|1,United States,"United States ",2,2|1,"Idaho State University ",,,Condition5a:Silverview,NeuroticismIntro|Ipip6|Ipip11|Ipip7|Ipip12|Ipip17|Ipip9|Ipip15|Ipip2|Ipip8|Ipip20|Ipip4|Ipip13|Ipip19|Ipip10|Ipip3|Ipip18|Ipip1|Ipip5|Ipip14|Ipip16,StressIntro|Stai7|Stai9|Stai14|Stai8|Stai4|Stai17|Stai10|Stai3|Stai18|Stai20|Stai13|Stai16|Stai5|Stai11|Stai12|Stai2|Stai19|Stai1|Stai15|Stai6
2022-03-24 09:58:11,2022-03-24 09:59:20,0,3,68,0,2022-03-31 09:59:21,R_2aF97KB9mv0fA9A,anonymous,RADB,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 09:59:09,2022-03-24 09:59:42,0,9,33,0,2022-03-31 10:00:18,R_30oF1kx1O9x8jfl,anonymous,IOWA,1,1|2,1,2|1,1,1|4,2,1|2,English,3,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 09:40:00,2022-03-31 10:01:51,0,100,1310,1,2022-03-31 10:01:51,R_1ptmMrFwHioOmLd,anonymous,IDAH,1,2|1,1,2|1,4,1|4,2,2|1,English,3,5|2|3|1,2,1,3,2,4,3,1,3,2,4,3,4,3,2,2,4,4,4,4,1,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,3,1,1,3,4,4,1,1,4,4,9,1,7,40,2,,5|1|6|4|3|2,USA,USA,2,1|2,Idaho State University,,,,NeuroticismIntro|Ipip4|Ipip1|Ipip8|Ipip14|Ipip10|Ipip13|Ipip2|Ipip15|Ipip3|Ipip20|Ipip9|Ipip17|Ipip11|Ipip12|Ipip7|Ipip16|Ipip19|Ipip6|Ipip18|Ipip5,StressIntro|Stai19|Stai15|Stai9|Stai5|Stai2|Stai14|Stai3|Stai18|Stai7|Stai10|Stai16|Stai12|Stai4|Stai17|Stai11|Stai20|Stai1|Stai6|Stai13|Stai8
2022-03-31 10:04:27,2022-03-31 10:08:30,0,100,242,1,2022-03-31 10:08:30,R_1mwHL8TP2d9QRLJ,anonymous,IOWA,1,2|1,2,2|1,4,1|4,1,1|2,English,3,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:14:39,2022-03-31 10:15:12,0,100,33,1,2022-03-31 10:15:12,R_1Egi2jORFNDsuup,anonymous,SUNY,1,1|2,2,1|2,4,1|4,2,1|2,English,2,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-23 15:05:05,2022-03-24 10:15:47,0,10,69042,0,2022-03-31 10:15:54,R_1fflZoNzFcCX7Ni,anonymous,ILLI,1,1|2,1,1|2,4,1|4,2,1|2,,3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip2|Ipip1|Ipip11|Ipip20|Ipip4|Ipip12|Ipip18|Ipip8|Ipip16|Ipip15|Ipip13|Ipip6|Ipip3|Ipip17|Ipip9|Ipip10|Ipip14|Ipip7|Ipip19|Ipip5,
2022-03-31 10:14:40,2022-03-31 10:15:56,0,100,76,1,2022-03-31 10:15:56,R_2XoLeHTzZQ9LPGg,anonymous,ILLI,1,2|1,1,2|1,1,4|1,1,2|1,"English ",2,1|5|2|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:16:59,2022-03-31 10:17:33,0,100,34,1,2022-03-31 10:17:34,R_6seKf9MHUUo3QQx,anonymous,ILLI,1,2|1,1,2|1,1,4|1,1,2|1,"English ",2,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 10:20:07,2022-03-24 10:20:49,0,9,41,0,2022-03-31 10:20:53,R_3Ej0Koiy3WfxZ3W,anonymous,CALI,1,1|2,1,2|1,4,4|1,2,2|1,"English ",1,2|1|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:17:42,2022-03-31 10:37:37,0,100,1195,1,2022-03-31 10:37:37,R_1hGXei1h7fJ2py3,anonymous,ILLI,1,2|1,1,1|2,4,1|4,2,1|2,English,2,5|2|1|3,1,1,1,1,2,4,2,4,4,5,5,5,2,2,4,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,8,2,9,19,1,,4|3|1|2|5|6,United States,United States,2,2|1,Southern Illinois University,,,,NeuroticismIntro|Ipip1|Ipip10|Ipip12|Ipip4|Ipip15|Ipip7|Ipip6|Ipip3|Ipip14|Ipip19|Ipip5|Ipip13|Ipip11|Ipip9|Ipip8|Ipip16|Ipip17|Ipip18|Ipip20|Ipip2,StressIntro|Stai8|Stai9|Stai18|Stai15|Stai2|Stai17|Stai7|Stai16|Stai6|Stai10|Stai19|Stai3|Stai11|Stai14|Stai13|Stai12|Stai5|Stai20|Stai1|Stai4
2022-03-24 10:36:49,2022-03-24 10:38:06,0,9,76,0,2022-03-31 10:38:13,R_3qyRwr4J3q9kQpe,anonymous,SPRI,1,1|2,2,1|2,1,4|1,1,1|2,English,2,2|1|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:40:06,2022-03-31 10:41:27,0,100,80,1,2022-03-31 10:41:27,R_2fD7bUdK24HC9cL,anonymous,IOWA,1,1|2,2,1|2,4,1|4,1,2|1,english,1,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:41:41,2022-03-31 10:42:29,0,100,47,1,2022-03-31 10:42:30,R_1IuXvzJTxoCvojt,anonymous,IOWA,1,1|2,2,2|1,1,4|1,2,1|2,english,2,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 10:44:12,2022-03-24 10:45:18,0,9,66,0,2022-03-31 10:47:32,R_3R4Je0CpgUxxHw9,anonymous,SUNY,1,1|2,2,2|1,4,4|1,2,2|1,English,3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 10:41:56,2022-03-24 10:45:30,0,3,214,0,2022-03-31 10:47:45,R_3Eo1oyFTZyBvERP,anonymous,IOWA,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 10:45:03,2022-03-24 10:48:55,0,55,231,0,2022-03-31 10:51:06,R_2Pi31xVeSPUxuut,anonymous,SPRI,1,2|1,1,1|2,4,1|4,2,2|1,english,3,3|5|2|1,2,2,2,2,2,3,2,2,3,3,3,4,4,3,4,4,2,3,4,4,,,,,0,0,1.108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Condition5c:Smith,NeuroticismIntro|Ipip4|Ipip17|Ipip11|Ipip13|Ipip8|Ipip20|Ipip14|Ipip1|Ipip18|Ipip9|Ipip3|Ipip12|Ipip19|Ipip7|Ipip5|Ipip10|Ipip16|Ipip2|Ipip6|Ipip15,
2022-03-31 10:52:37,2022-03-31 10:56:18,0,100,220,1,2022-03-31 10:56:18,R_26gW661zbY2Q2zX,anonymous,NEWF,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:37:38,2022-03-31 11:07:52,0,100,1813,1,2022-03-31 11:07:53,R_D6nsyiHDwyyQIsV,anonymous,SEEB,1,1|2,1,2|1,4,4|1,2,1|2,German,2,2|1|3|5,3,3,3,2,3,3,2,3,4,5,3,3,4,4,3,4,3,4,5,5,,,,,,,,,,,,,,,,,,,,,3,3,1,1,2,2,1,2,1,2,3,1,1,2,2,2,1,1,3,2,6,3,7,22,2,,3|2|6|1|4|5,Germany,Germany,2,2|1,,None,,,NeuroticismIntro|Ipip7|Ipip17|Ipip9|Ipip8|Ipip13|Ipip10|Ipip20|Ipip1|Ipip18|Ipip12|Ipip4|Ipip6|Ipip3|Ipip11|Ipip19|Ipip14|Ipip2|Ipip5|Ipip15|Ipip16,StressIntro|Stai19|Stai16|Stai1|Stai18|Stai13|Stai15|Stai10|Stai4|Stai9|Stai12|Stai6|Stai5|Stai11|Stai14|Stai2|Stai17|Stai20|Stai3|Stai8|Stai7
2022-03-31 11:09:15,2022-03-31 11:10:51,0,100,96,1,2022-03-31 11:10:51,R_2ayG3fjgI2vt3Hq,anonymous,EN,1,1|2,1,2|1,1,4|1,2,2|1,English,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:11:03,2022-03-31 11:11:38,0,100,35,1,2022-03-31 11:11:38,R_3FQLwOoKHkB8mV3,anonymous,EN,1,2|1,2,1|2,1,4|1,2,2|1,English,3,1|2|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:56:30,2022-03-31 11:12:44,0,100,973,1,2022-03-31 11:12:44,R_3QKlDNowhIBpw3N,anonymous,NEWF,1,1|2,1,1|2,4,1|4,1,2|1,Swahili,2,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 10:55:33,2022-03-31 11:20:40,0,100,1507,1,2022-03-31 11:20:40,R_3JrBRIRzj7FVkrJ,anonymous,GOLD,1,1|2,1,1|2,4,4|1,2,1|2,Bulgarian,3,3|5|2|1,3,2,2,4,4,5,2,4,4,4,3,3,3,2,4,4,2,3,4,2,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,6,5,7,21,2,,5|4|3|2|1|6,"Bulgaria ","United Kingdom ",2,2|1,"Goldsmiths university ",,,,NeuroticismIntro|Ipip16|Ipip13|Ipip8|Ipip11|Ipip10|Ipip1|Ipip3|Ipip17|Ipip15|Ipip20|Ipip2|Ipip19|Ipip6|Ipip18|Ipip5|Ipip4|Ipip7|Ipip14|Ipip9|Ipip12,StressIntro|Stai10|Stai20|Stai4|Stai7|Stai11|Stai5|Stai9|Stai1|Stai15|Stai16|Stai12|Stai6|Stai3|Stai14|Stai8|Stai18|Stai2|Stai13|Stai19|Stai17
2022-03-24 11:22:38,2022-03-24 11:24:24,0,9,105,0,2022-03-31 11:24:39,R_3Do2KWCzTGFFp1Y,anonymous,DIGI,1,1|2,2,1|2,4,1|4,2,1|2,Russian,3,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:39:13,2022-03-31 11:43:49,0,100,275,1,2022-03-31 11:43:49,R_Dk2doruVbJGe0Yp,anonymous,WURZ,1,2|1,1,1|2,4,1|4,2,1|2,German,5,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:39:42,2022-03-31 11:44:25,0,100,283,1,2022-03-31 11:44:25,R_110j1QGfjH20rEI,anonymous,RADB,1,2|1,1,1|2,4,1|4,2,2|1,Nederlands,5,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:44:30,2022-03-31 11:45:24,0,100,53,1,2022-03-31 11:45:24,R_0GjRYWh7kXergcx,anonymous,RADB,1,1|2,1,1|2,4,1|4,1,2|1,Nederlands,5,2|1|3|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:16:18,2022-03-31 11:45:45,0,100,1766,1,2022-03-31 11:45:45,R_12mSbjEG41RKwNh,anonymous,OREG,1,1|2,1,1|2,4,4|1,2,2|1,,3,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.006,0,,,,,,,,,0,0,953.707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1|6|3|5|4|2,,,,2|1,,,,Condition5c:Smith,NeuroticismIntro|Ipip9|Ipip5|Ipip2|Ipip11|Ipip15|Ipip17|Ipip13|Ipip18|Ipip20|Ipip12|Ipip8|Ipip19|Ipip10|Ipip16|Ipip4|Ipip6|Ipip14|Ipip7|Ipip3|Ipip1,StressIntro|Stai7|Stai20|Stai18|Stai16|Stai1|Stai2|Stai4|Stai11|Stai8|Stai6|Stai10|Stai3|Stai19|Stai12|Stai14|Stai17|Stai9|Stai13|Stai15|Stai5
2022-03-31 11:45:28,2022-03-31 11:46:10,0,100,41,1,2022-03-31 11:46:10,R_2roTRQGw51AtTNm,anonymous,RADB,1,1|2,1,2|1,4,1|4,2,2|1,Nederlands,5,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24 11:46:24,2022-03-24 11:46:31,0,1,6,0,2022-03-31 11:46:33,R_87bVgGb4mBUaR2h,anonymous,NEWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:50:10,2022-03-31 11:51:08,0,100,58,1,2022-03-31 11:51:08,R_4PKWab7U2p8amzf,anonymous,IDAH,1,1|2,1,2|1,4,4|1,1,1|2,English,3,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:47:15,2022-03-31 12:06:17,0,100,1142,1,2022-03-31 12:06:17,R_ZgEUKxPcTwVOyhb,anonymous,RADB,1,2|1,1,2|1,4,1|4,2,1|2,Nederlands,2,3|5|1|2,2,2,2,4,4,2,1,2,4,4,3,4,2,5,4,5,5,3,3,4,837.647,837.647,841.912,1,,,,,,,,,,,,,,,,,3,3,1,2,4,1,2,4,1,3,2,1,1,1,4,3,1,1,2,4,8,2,7,20,2,,3|6|2|5|1|4,Netherlands,Netherlands,2,2|1,Radboud university,,,,NeuroticismIntro|Ipip9|Ipip4|Ipip20|Ipip18|Ipip16|Ipip15|Ipip5|Ipip10|Ipip2|Ipip7|Ipip11|Ipip6|Ipip12|Ipip13|Ipip17|Ipip14|Ipip19|Ipip1|Ipip8|Ipip3,StressIntro|Stai16|Stai2|Stai17|Stai19|Stai9|Stai3|Stai20|Stai18|Stai13|Stai15|Stai8|Stai5|Stai11|Stai12|Stai7|Stai6|Stai4|Stai10|Stai14|Stai1
2022-03-31 11:43:55,2022-03-31 12:08:10,0,100,1455,1,2022-03-31 12:08:11,R_1oo6cMbIg5D6n5C,anonymous,WURZ,1,2|1,1,1|2,4,1|4,2,1|2,German,2,5|1|3|2,4,2,4,2,2,2,2,2,3,3,2,4,4,4,3,3,5,4,4,5,7.306,916.926,917.475,4,,,,,,,,,,,,,,,,,3,2,2,2,2,3,1,1,1,2,2,2,1,1,2,2,1,3,2,2,6,2,3,19,2,,1|3|6|4|2|5,Germany,Germany,2,1|2,Julius-Maximilian-Universität Würzburg,,,,NeuroticismIntro|Ipip10|Ipip1|Ipip16|Ipip11|Ipip15|Ipip13|Ipip20|Ipip8|Ipip17|Ipip4|Ipip19|Ipip12|Ipip9|Ipip14|Ipip18|Ipip3|Ipip7|Ipip6|Ipip2|Ipip5,StressIntro|Stai11|Stai12|Stai1|Stai2|Stai6|Stai20|Stai16|Stai17|Stai7|Stai18|Stai3|Stai8|Stai10|Stai13|Stai4|Stai5|Stai15|Stai9|Stai19|Stai14
2022-03-31 12:10:03,2022-03-31 12:11:19,0,100,75,1,2022-03-31 12:11:19,R_3p4194pFFU7WV37,anonymous,WITT,1,2|1,2,2|1,1,1|4,2,1|2,English,1,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:51:42,2022-03-31 12:11:48,0,100,1205,1,2022-03-31 12:11:49,R_2cjdD9E7NcxVCTM,anonymous,IDAH,1,2|1,1,2|1,4,4|1,2,2|1,English,3,1|2|5|3,2,3,2,2,4,2,2,5,4,4,2,4,5,4,3,4,1,4,3,4,,,,,0,0,1.111,0,,,,,533.993,866.096,867.193,7,,,,,3,2,1,1,3,1,1,3,1,4,2,1,1,2,3,3,2,1,3,2,7,2,5,18,2,,3|1|2|5|4|6,United States,United States,2,2|1,"Idaho State University ",,,Condition5b:TheOldMan,NeuroticismIntro|Ipip3|Ipip5|Ipip17|Ipip18|Ipip1|Ipip13|Ipip16|Ipip19|Ipip20|Ipip2|Ipip12|Ipip15|Ipip14|Ipip9|Ipip6|Ipip7|Ipip8|Ipip4|Ipip11|Ipip10,StressIntro|Stai12|Stai14|Stai7|Stai17|Stai5|Stai15|Stai10|Stai13|Stai18|Stai3|Stai4|Stai1|Stai6|Stai20|Stai2|Stai9|Stai11|Stai19|Stai16|Stai8
2022-03-31 12:11:41,2022-03-31 12:12:24,0,100,42,1,2022-03-31 12:12:24,R_3PcKJ9N3iQifwtS,anonymous,WITT,1,2|1,1,1|2,1,4|1,2,1|2,"english ",1,5|2|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 12:12:28,2022-03-31 12:13:40,0,100,71,1,2022-03-31 12:13:40,R_3khyAoDpeHA678w,anonymous,IOWA,1,1|2,2,2|1,1,4|1,1,1|2,English,3,3|1|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31 11:54:55,2022-03-31 12:19:19,0,100,1463,1,2022-03-31 12:19:20,R_1jTmyGGCvMJ6dAt,anonymous,FRAS,1,2|1,2,2|1,1,1|4,2,1|2,English,3,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
